0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,0.15500000000000003
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.15500000000000003
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.5,0.25,0.23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.25,0.23
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.75,0.25,0.305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.25,0.305
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,1.0,0.25,0.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,1.0,0.25,0.38
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.5,0.18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.18
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.5,0.5,0.255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.5,0.255
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.75,0.5,0.32999999999999996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.5,0.32999999999999996
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,1.0,0.5,0.405
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,1.0,0.5,0.405
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0.75,0.20500000000000002
0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.25,0.75,0.20500000000000002
